code,name,year,gcse
E06000045,southampton,2014,50.6
E06000046,isle of wight,2014,47.6
E06000047,county durham,2014,55.1
E06000048,northumberland,2014,56.9
E06000049,cheshire east,2014,63.3
E06000050,cheshire west and chester,2014,58.3
E06000051,shropshire,2014,56.5
E06000052,cornwall,2014,56.8
E06000053,isles of scilly,2014,73.7
E06000054,wiltshire,2014,60.5
E06000055,bedford,2014,52.4
E06000056,central bedfordshire,2014,58.3
E08000001,bolton,2014,56.8
E08000002,bury,2014,55.3
E08000003,manchester,2014,47.5
E08000004,oldham,2014,50.5
E08000005,rochdale,2014,48.4
E08000006,salford,2014,48.0
E08000007,stockport,2014,58.3
E08000008,tameside,2014,57.3
E08000009,trafford,2014,70.7
E08000010,wigan,2014,57.6
E08000011,knowsley,2014,37.4
E08000012,liverpool,2014,48.6
E08000013,st. helens,2014,54.7
E08000014,sefton,2014,54.9
E08000015,wirral,2014,61.8
E08000016,barnsley,2014,49.4
E08000017,doncaster,2014,50.0
E08000018,rotherham,2014,55.2
E08000019,sheffield,2014,54.0
E08000020,gateshead,2014,58.1
E08000021,newcastle upon tyne,2014,55.7
E08000022,north tyneside,2014,62.0
E08000023,south tyneside,2014,57.7
E08000024,sunderland,2014,50.3
E08000025,birmingham,2014,54.3
E08000026,coventry,2014,51.0
E08000027,dudley,2014,53.0
E08000028,sandwell,2014,46.9
E08000029,solihull,2014,60.8
E08000030,walsall,2014,50.8
E08000031,wolverhampton,2014,51.6
E08000032,bradford,2014,45.5
E08000033,calderdale,2014,61.8
E08000034,kirklees,2014,56.8
E08000035,leeds,2014,55.5
E08000036,wakefield,2014,59.8
E09000002,barking and dagenham,2014,54.0
E09000003,barnet,2014,70.1
E09000004,bexley,2014,55.0
E09000005,brent,2014,60.0
E09000006,bromley,2014,68.0
E09000007,camden,2014,56.4
E09000008,croydon,2014,59.6
E09000009,ealing,2014,62.1
E09000010,enfield,2014,54.5
E09000011,greenwich,2014,57.7
E09000012,hackney,2014,60.4
E09000013,hammersmith and fulham,2014,62.6
E09000014,haringey,2014,54.6
E09000015,harrow,2014,60.5
E09000016,havering,2014,57.7
E09000017,hillingdon,2014,57.5
E09000018,hounslow,2014,65.2
E09000019,islington,2014,57.9
E09000020,kensington and chelsea,2014,67.2
E09000021,kingston upon thames,2014,73.2
E09000022,lambeth,2014,56.5
E09000023,lewisham,2014,51.9
E09000024,merton,2014,60.0
E09000025,newham,2014,59.4
E09000026,redbridge,2014,63.4
E09000027,richmond upon thames,2014,64.7
E09000028,southwark,2014,64.3
E09000029,sutton,2014,70.4
E09000030,tower hamlets,2014,64.6
E09000031,waltham forest,2014,57.4
E09000032,wandsworth,2014,58.2
E09000033,westminster,2014,67.5
E10000002,buckinghamshire,2014,68.9
E10000003,cambridgeshire,2014,58.8
E10000006,cumbria,2014,56.8
E10000007,derbyshire,2014,55.9
E10000008,devon,2014,58.1
E10000009,dorset,2014,58.3
E10000011,east sussex,2014,56.3
E10000012,essex,2014,58.4
E10000013,gloucestershire,2014,60.9
E10000014,hampshire,2014,59.7
E10000015,hertfordshire,2014,65.1
E10000016,kent,2014,57.3
E10000017,lancashire,2014,58.8
E10000018,leicestershire,2014,56.8
E10000019,lincolnshire,2014,56.1
E10000020,norfolk,2014,54.9
E10000021,northamptonshire,2014,52.3
E10000023,north yorkshire,2014,62.4
E10000024,nottinghamshire,2014,57.0
E10000025,oxfordshire,2014,59.7
E10000027,somerset,2014,58.6
E10000028,staffordshire,2014,56.1
E10000029,suffolk,2014,54.5
E10000030,surrey,2014,64.7
E10000031,warwickshire,2014,60.9
E10000032,west sussex,2014,60.3
E10000034,worcestershire,2014,60.7
E06000001,hartlepool,2015,55.0
E06000002,middlesbrough,2015,54.9
E06000003,redcar and cleveland,2015,60.8
E06000004,stockton-on-tees,2015,63.8
E06000005,darlington,2015,61.6
E06000006,halton,2015,60.2
E06000007,warrington,2015,63.6
E06000008,blackburn with darwen,2015,65.3
E06000009,blackpool,2015,47.8
E06000010,"kingston upon hull, city of",2015,51.1
E06000011,east riding of yorkshire,2015,67.2
E06000012,north east lincolnshire,2015,56.1
E06000013,north lincolnshire,2015,64.2
E06000014,york,2015,68.6
E06000015,derby,2015,54.2
E06000016,leicester,2015,57.2
E06000017,rutland,2015,76.3
E06000018,nottingham,2015,50.4
E06000019,"herefordshire, county of",2015,62.1
E06000020,telford and wrekin,2015,58.6
E06000021,stoke-on-trent,2015,55.5
E06000022,bath and north east somerset,2015,69.7
E06000023,"bristol, city of",2015,59.5
E06000024,north somerset,2015,63.0
E06000025,south gloucestershire,2015,60.1
E06000026,plymouth,2015,58.0
E06000027,torbay,2015,62.6
E06000028,bournemouth,2015,66.9
E06000029,poole,2015,68.3
E06000030,swindon,2015,61.0
E06000031,peterborough,2015,55.0
E06000032,luton,2015,55.6
E06000033,southend-on-sea,2015,69.0
E06000034,thurrock,2015,61.5
E06000035,medway,2015,64.6
E06000036,bracknell forest,2015,61.1
E06000037,west berkshire,2015,65.4
E06000038,reading,2015,64.1
E06000039,slough,2015,72.3
E06000040,windsor and maidenhead,2015,72.4
E06000041,wokingham,2015,73.1
E06000042,milton keynes,2015,59.9
E06000043,brighton and hove,2015,65.4
E06000044,portsmouth,2015,58.3
E06000045,southampton,2015,57.1
E06000046,isle of wight,2015,51.8
E06000047,county durham,2015,62.3
E06000048,northumberland,2015,61.3
E06000049,cheshire east,2015,67.5
E06000050,cheshire west and chester,2015,65.5
E06000051,shropshire,2015,63.2
E06000052,cornwall,2015,64.3
E06000053,isles of scilly,2015,69.6
E06000054,wiltshire,2015,66.2
E06000055,bedford,2015,59.1
E06000056,central bedfordshire,2015,64.1
E08000001,bolton,2015,59.0
E08000002,bury,2015,62.2
E08000003,manchester,2015,55.3
E08000004,oldham,2015,56.6
E08000005,rochdale,2015,58.9
E08000006,salford,2015,53.4
E08000007,stockport,2015,66.1
E08000008,tameside,2015,63.5
E08000009,trafford,2015,75.4
E08000010,wigan,2015,62.5
E08000011,knowsley,2015,39.6
E08000012,liverpool,2015,56.6
E08000013,st. helens,2015,60.2
E08000014,sefton,2015,60.2
E08000015,wirral,2015,66.1
E08000016,barnsley,2015,59.1
E08000017,doncaster,2015,59.5
E08000018,rotherham,2015,61.8
E08000019,sheffield,2015,59.4
E08000020,gateshead,2015,64.7
E08000021,newcastle upon tyne,2015,61.7
E08000022,north tyneside,2015,68.1
E08000023,south tyneside,2015,62.3
E08000024,sunderland,2015,58.9
E08000025,birmingham,2015,59.9
E08000026,coventry,2015,60.8
E08000027,dudley,2015,55.7
E08000028,sandwell,2015,49.6
E08000029,solihull,2015,65.2
E08000030,walsall,2015,57.4
E08000031,wolverhampton,2015,58.8
E08000032,bradford,2015,52.1
E08000033,calderdale,2015,65.4
E08000034,kirklees,2015,61.4
E08000035,leeds,2015,59.8
E08000036,wakefield,2015,63.7
E09000002,barking and dagenham,2015,60.0
E09000003,barnet,2015,73.1
E09000004,bexley,2015,66.5
E09000005,brent,2015,63.8
E09000006,bromley,2015,72.2
E09000007,camden,2015,63.1
E09000008,croydon,2015,60.6
E09000009,ealing,2015,65.0
E09000010,enfield,2015,62.9
E09000011,greenwich,2015,60.8
E09000012,hackney,2015,69.7
E09000013,hammersmith and fulham,2015,70.1
E09000014,haringey,2015,63.7
E09000015,harrow,2015,67.7
E09000016,havering,2015,64.0
E09000017,hillingdon,2015,65.3
E09000018,hounslow,2015,65.7
E09000019,islington,2015,64.2
E09000020,kensington and chelsea,2015,75.5
E09000021,kingston upon thames,2015,78.2
E09000022,lambeth,2015,62.4
E09000023,lewisham,2015,56.2
E09000024,merton,2015,69.5
E09000025,newham,2015,63.1
E09000026,redbridge,2015,71.8
E09000027,richmond upon thames,2015,71.3
E09000028,southwark,2015,69.3
E09000029,sutton,2015,76.8
E09000030,tower hamlets,2015,63.3
E09000031,waltham forest,2015,63.6
E09000032,wandsworth,2015,69.6
E09000033,westminster,2015,71.6
E10000002,buckinghamshire,2015,73.7
E10000003,cambridgeshire,2015,67.7
E10000006,cumbria,2015,63.3
E10000007,derbyshire,2015,62.4
E10000008,devon,2015,64.7
E10000009,dorset,2015,64.6
E10000011,east sussex,2015,63.1
E10000012,essex,2015,64.3
E10000013,gloucestershire,2015,66.4
E10000014,hampshire,2015,66.7
E10000015,hertfordshire,2015,69.6
E10000016,kent,2015,63.7
E10000017,lancashire,2015,63.6
E10000018,leicestershire,2015,65.1
E10000019,lincolnshire,2015,62.3
E10000020,norfolk,2015,60.9
E10000021,northamptonshire,2015,59.7
E10000023,north yorkshire,2015,67.5
E10000024,nottinghamshire,2015,65.9
E10000025,oxfordshire,2015,65.6
E10000027,somerset,2015,62.8
E10000028,staffordshire,2015,59.7
E10000029,suffolk,2015,60.1
E10000030,surrey,2015,70.1
E10000031,warwickshire,2015,67.2
E10000032,west sussex,2015,64.9
E10000034,worcestershire,2015,65.0
E06000001,hartlepool,2016,59.5
E06000002,middlesbrough,2016,58.4
E06000003,redcar and cleveland,2016,60.5
E06000004,stockton-on-tees,2016,63.6
E06000005,darlington,2016,63.1
E06000006,halton,2016,55.0
E06000007,warrington,2016,69.0
E06000008,blackburn with darwen,2016,65.3
E06000009,blackpool,2016,48.2
E06000010,"kingston upon hull, city of",2016,50.6
E06000011,east riding of yorkshire,2016,67.2
E06000012,north east lincolnshire,2016,59.3
E06000013,north lincolnshire,2016,64.8
E06000014,york,2016,68.8
E06000015,derby,2016,58.3
E06000016,leicester,2016,56.6
E06000017,rutland,2016,81.4
E06000018,nottingham,2016,50.6
E06000019,"herefordshire, county of",2016,65.1
E06000020,telford and wrekin,2016,62.5
E06000021,stoke-on-trent,2016,53.3
E06000022,bath and north east somerset,2016,63.4
E06000023,"bristol, city of",2016,59.3
E06000024,north somerset,2016,67.9
E06000025,south gloucestershire,2016,62.3
E06000026,plymouth,2016,58.9
E06000027,torbay,2016,67.3
E06000028,bournemouth,2016,68.3
E06000029,poole,2016,72.9
E06000030,swindon,2016,60.0
E06000031,peterborough,2016,54.4
E06000032,luton,2016,56.3
E06000033,southend-on-sea,2016,70.9
E06000034,thurrock,2016,60.6
E06000035,medway,2016,60.0
E06000036,bracknell forest,2016,64.5
E06000037,west berkshire,2016,68.8
E06000038,reading,2016,65.3
E06000039,slough,2016,73.4
E06000040,windsor and maidenhead,2016,72.6
E06000041,wokingham,2016,76.5
E06000042,milton keynes,2016,62.6
E06000043,brighton and hove,2016,67.6
E06000044,portsmouth,2016,58.4
E06000045,southampton,2016,57.9
E06000046,isle of wight,2016,54.8
E06000047,county durham,2016,58.2
E06000048,northumberland,2016,60.8
E06000049,cheshire east,2016,70.9
E06000050,cheshire west and chester,2016,63.2
E06000051,shropshire,2016,66.8
E06000052,cornwall,2016,60.9
E06000053,isles of scilly,2016,84.2
E06000054,wiltshire,2016,64.8
E06000055,bedford,2016,62.2
E06000056,central bedfordshire,2016,66.8
E08000001,bolton,2016,61.5
E08000002,bury,2016,63.2
E08000003,manchester,2016,54.3
E08000004,oldham,2016,59.2
E08000005,rochdale,2016,56.4
E08000006,salford,2016,54.2
E08000007,stockport,2016,67.5
E08000008,tameside,2016,62.3
E08000009,trafford,2016,78.0
E08000010,wigan,2016,63.3
E08000011,knowsley,2016,47.5
E08000012,liverpool,2016,58.1
E08000013,st. helens,2016,60.8
E08000014,sefton,2016,60.0
E08000015,wirral,2016,65.7
E08000016,barnsley,2016,59.7
E08000017,doncaster,2016,58.4
E08000018,rotherham,2016,59.0
E08000019,sheffield,2016,59.5
E08000020,gateshead,2016,62.4
E08000021,newcastle upon tyne,2016,56.4
E08000022,north tyneside,2016,65.0
E08000023,south tyneside,2016,59.0
E08000024,sunderland,2016,56.6
E08000025,birmingham,2016,60.1
E08000026,coventry,2016,58.3
E08000027,dudley,2016,59.1
E08000028,sandwell,2016,52.2
E08000029,solihull,2016,65.6
E08000030,walsall,2016,54.6
E08000031,wolverhampton,2016,58.0
E08000032,bradford,2016,56.1
E08000033,calderdale,2016,65.6
E08000034,kirklees,2016,62.6
E08000035,leeds,2016,60.5
E08000036,wakefield,2016,63.2
E09000002,barking and dagenham,2016,63.6
E09000003,barnet,2016,77.8
E09000004,bexley,2016,67.6
E09000005,brent,2016,67.4
E09000006,bromley,2016,70.7
E09000007,camden,2016,67.2
E09000008,croydon,2016,60.9
E09000009,ealing,2016,70.5
E09000010,enfield,2016,61.6
E09000011,greenwich,2016,62.7
E09000012,hackney,2016,66.6
E09000013,hammersmith and fulham,2016,70.2
E09000014,haringey,2016,63.1
E09000015,harrow,2016,70.2
E09000016,havering,2016,68.3
E09000017,hillingdon,2016,66.8
E09000018,hounslow,2016,68.5
E09000019,islington,2016,63.9
E09000020,kensington and chelsea,2016,76.7
E09000021,kingston upon thames,2016,78.2
E09000022,lambeth,2016,60.2
E09000023,lewisham,2016,58.7
E09000024,merton,2016,69.7
E09000025,newham,2016,65.2
E09000026,redbridge,2016,73.2
E09000027,richmond upon thames,2016,76.1
E09000028,southwark,2016,68.4
E09000029,sutton,2016,78.0
E09000030,tower hamlets,2016,65.2
E09000031,waltham forest,2016,63.1
E09000032,wandsworth,2016,70.9
E09000033,westminster,2016,74.7
E10000002,buckinghamshire,2016,72.3
E10000003,cambridgeshire,2016,67.0
E10000006,cumbria,2016,66.1
E10000007,derbyshire,2016,64.9
E10000008,devon,2016,65.0
E10000009,dorset,2016,63.4
E10000011,east sussex,2016,61.6
E10000012,essex,2016,65.3
E10000013,gloucestershire,2016,68.0
E10000014,hampshire,2016,68.3
E10000015,hertfordshire,2016,71.8
E10000016,kent,2016,61.9
E10000017,lancashire,2016,64.8
E10000018,leicestershire,2016,67.0
E10000019,lincolnshire,2016,63.8
E10000020,norfolk,2016,62.8
E10000021,northamptonshire,2016,61.8
E10000023,north yorkshire,2016,71.1
E10000024,nottinghamshire,2016,65.9
E10000025,oxfordshire,2016,68.2
E10000027,somerset,2016,63.6
E10000028,staffordshire,2016,61.9
E10000029,suffolk,2016,63.1
E10000030,surrey,2016,73.0
E10000031,warwickshire,2016,69.5
E10000032,west sussex,2016,66.0
E10000034,worcestershire,2016,65.5
E06000001,hartlepool,2017,60.4
E06000002,middlesbrough,2017,59.4
E06000003,redcar and cleveland,2017,61.6
E06000004,stockton-on-tees,2017,66.9
E06000005,darlington,2017,65.5
E06000006,halton,2017,58.1
E06000007,warrington,2017,67.2
E06000008,blackburn with darwen,2017,64.2
E06000009,blackpool,2017,47.3
E06000010,"kingston upon hull, city of",2017,57.1
E06000011,east riding of yorkshire,2017,69.0
E06000012,north east lincolnshire,2017,60.8
E06000013,north lincolnshire,2017,64.5
E06000014,york,2017,70.0
E06000015,derby,2017,59.2
E06000016,leicester,2017,56.1
E06000017,rutland,2017,79.3
E06000018,nottingham,2017,54.4
E06000019,"herefordshire, county of",2017,64.5
E06000020,telford and wrekin,2017,59.3
E06000021,stoke-on-trent,2017,53.6
E06000022,bath and north east somerset,2017,68.9
E06000023,"bristol, city of",2017,61.8
E06000024,north somerset,2017,66.2
E06000025,south gloucestershire,2017,62.2
E06000026,plymouth,2017,58.8
E06000027,torbay,2017,64.5
E06000028,bournemouth,2017,70.6
E06000029,poole,2017,73.0
E06000030,swindon,2017,61.2
E06000031,peterborough,2017,55.5
E06000032,luton,2017,56.6
E06000033,southend-on-sea,2017,71.5
E06000034,thurrock,2017,60.4
E06000035,medway,2017,63.8
E06000036,bracknell forest,2017,68.4
E06000037,west berkshire,2017,69.6
E06000038,reading,2017,60.9
E06000039,slough,2017,74.0
E06000040,windsor and maidenhead,2017,73.7
E06000041,wokingham,2017,75.5
E06000042,milton keynes,2017,60.3
E06000043,brighton and hove,2017,68.3
E06000044,portsmouth,2017,57.4
E06000045,southampton,2017,57.1
E06000046,isle of wight,2017,54.5
E06000047,county durham,2017,61.5
E06000048,northumberland,2017,63.8
E06000049,cheshire east,2017,69.7
E06000050,cheshire west and chester,2017,64.4
E06000051,shropshire,2017,63.5
E06000052,cornwall,2017,61.6
E06000053,isles of scilly,2017,93.3
E06000054,wiltshire,2017,68.4
E06000055,bedford,2017,62.6
E06000056,central bedfordshire,2017,64.4
E08000001,bolton,2017,61.3
E08000002,bury,2017,62.0
E08000003,manchester,2017,55.5
E08000004,oldham,2017,57.1
E08000005,rochdale,2017,58.9
E08000006,salford,2017,54.9
E08000007,stockport,2017,67.3
E08000008,tameside,2017,62.1
E08000009,trafford,2017,79.5
E08000010,wigan,2017,62.4
E08000011,knowsley,2017,41.9
E08000012,liverpool,2017,57.4
E08000013,st. helens,2017,60.3
E08000014,sefton,2017,62.7
E08000015,wirral,2017,67.0
E08000016,barnsley,2017,61.0
E08000017,doncaster,2017,58.6
E08000018,rotherham,2017,59.2
E08000019,sheffield,2017,59.8
E08000020,gateshead,2017,64.6
E08000021,newcastle upon tyne,2017,60.8
E08000022,north tyneside,2017,64.6
E08000023,south tyneside,2017,61.8
E08000024,sunderland,2017,57.3
E08000025,birmingham,2017,59.6
E08000026,coventry,2017,60.2
E08000027,dudley,2017,60.2
E08000028,sandwell,2017,50.7
E08000029,solihull,2017,67.5
E08000030,walsall,2017,56.9
E08000031,wolverhampton,2017,57.7
E08000032,bradford,2017,56.3
E08000033,calderdale,2017,68.4
E08000034,kirklees,2017,63.6
E08000035,leeds,2017,62.1
E08000036,wakefield,2017,61.9
E09000002,barking and dagenham,2017,60.0
E09000003,barnet,2017,76.2
E09000004,bexley,2017,69.3
E09000005,brent,2017,69.7
E09000006,bromley,2017,70.1
E09000007,camden,2017,66.2
E09000008,croydon,2017,63.4
E09000009,ealing,2017,69.4
E09000010,enfield,2017,61.4
E09000011,greenwich,2017,58.5
E09000012,hackney,2017,67.6
E09000013,hammersmith and fulham,2017,70.7
E09000014,haringey,2017,62.1
E09000015,harrow,2017,68.9
E09000016,havering,2017,67.8
E09000017,hillingdon,2017,67.0
E09000018,hounslow,2017,68.9
E09000019,islington,2017,64.1
E09000020,kensington and chelsea,2017,73.7
E09000021,kingston upon thames,2017,79.3
E09000022,lambeth,2017,59.8
E09000023,lewisham,2017,60.9
E09000024,merton,2017,68.3
E09000025,newham,2017,65.6
E09000026,redbridge,2017,74.4
E09000027,richmond upon thames,2017,71.7
E09000028,southwark,2017,68.5
E09000029,sutton,2017,79.7
E09000030,tower hamlets,2017,64.3
E09000031,waltham forest,2017,63.3
E09000032,wandsworth,2017,71.7
E09000033,westminster,2017,73.8
E10000002,buckinghamshire,2017,77.0
E10000003,cambridgeshire,2017,66.2
E10000006,cumbria,2017,65.3
E10000007,derbyshire,2017,64.2
E10000008,devon,2017,64.2
E10000009,dorset,2017,66.4
E10000011,east sussex,2017,62.0
E10000012,essex,2017,63.5
E10000013,gloucestershire,2017,69.1
E10000014,hampshire,2017,66.7
E10000015,hertfordshire,2017,73.3
E10000016,kent,2017,63.8
E10000017,lancashire,2017,66.1
E10000018,leicestershire,2017,67.1
E10000019,lincolnshire,2017,63.5
E10000020,norfolk,2017,62.4
E10000021,northamptonshire,2017,62.4
E10000023,north yorkshire,2017,68.4
E10000024,nottinghamshire,2017,66.6
E10000025,oxfordshire,2017,66.7
E10000027,somerset,2017,63.0
E10000028,staffordshire,2017,60.7
E10000029,suffolk,2017,64.0
E10000030,surrey,2017,72.0
E10000031,warwickshire,2017,69.3
E10000032,west sussex,2017,65.4
E10000034,worcestershire,2017,64.8
E06000001,hartlepool,2018,60.0
E06000002,middlesbrough,2018,56.3
E06000003,redcar and cleveland,2018,62.8
E06000004,stockton-on-tees,2018,67.5
E06000005,darlington,2018,66.3
E06000006,halton,2018,56.8
E06000007,warrington,2018,71.7
E06000008,blackburn with darwen,2018,65.9
E06000009,blackpool,2018,47.8
E06000010,"kingston upon hull, city of",2018,56.1
E06000011,east riding of yorkshire,2018,66.6
E06000012,north east lincolnshire,2018,57.5
E06000013,north lincolnshire,2018,65.1
E06000014,york,2018,73.9
E06000015,derby,2018,59.3
E06000016,leicester,2018,55.1
E06000017,rutland,2018,77.1
E06000018,nottingham,2018,53.3
E06000019,"herefordshire, county of",2018,62.4
E06000020,telford and wrekin,2018,60.2
E06000021,stoke-on-trent,2018,58.8
E06000022,bath and north east somerset,2018,69.9
E06000023,"bristol, city of",2018,59.7
E06000024,north somerset,2018,66.6
E06000025,south gloucestershire,2018,62.4
E06000026,plymouth,2018,56.7
E06000027,torbay,2018,65.0
E06000030,swindon,2018,62.9
E06000031,peterborough,2018,55.3
E06000032,luton,2018,59.3
E06000033,southend-on-sea,2018,73.5
E06000034,thurrock,2018,61.0
E06000035,medway,2018,65.2
E06000036,bracknell forest,2018,66.3
E06000037,west berkshire,2018,67.9
E06000038,reading,2018,63.4
E06000039,slough,2018,72.6
E06000040,windsor and maidenhead,2018,71.7
E06000041,wokingham,2018,73.1
E06000042,milton keynes,2018,61.5
E06000043,brighton and hove,2018,68.8
E06000044,portsmouth,2018,56.0
E06000045,southampton,2018,57.8
E06000046,isle of wight,2018,58.5
E06000047,county durham,2018,60.2
E06000049,cheshire east,2018,71.0
E06000050,cheshire west and chester,2018,65.4
E06000051,shropshire,2018,67.0
E06000052,cornwall,2018,63.0
E06000053,isles of scilly,2018,78.6
E06000054,wiltshire,2018,68.3
E06000055,bedford,2018,59.5
E06000056,central bedfordshire,2018,63.9
E06000057,northumberland,2018,65.1
E06000058,"bournemouth, christchurch and poole",2018,70.5
E06000059,dorset,2018,66.7
E06000060,buckinghamshire,2018,75.5
E08000001,bolton,2018,62.4
E08000002,bury,2018,62.0
E08000003,manchester,2018,56.2
E08000004,oldham,2018,56.9
E08000005,rochdale,2018,56.8
E08000006,salford,2018,52.3
E08000007,stockport,2018,66.4
E08000008,tameside,2018,63.0
E08000009,trafford,2018,80.1
E08000010,wigan,2018,63.8
E08000011,knowsley,2018,40.8
E08000012,liverpool,2018,57.4
E08000013,st. helens,2018,60.8
E08000014,sefton,2018,60.5
E08000015,wirral,2018,65.5
E08000016,barnsley,2018,62.5
E08000017,doncaster,2018,62.1
E08000018,rotherham,2018,59.1
E08000019,sheffield,2018,59.5
E08000021,newcastle upon tyne,2018,57.9
E08000022,north tyneside,2018,64.1
E08000023,south tyneside,2018,56.8
E08000024,sunderland,2018,58.6
E08000025,birmingham,2018,61.9
E08000026,coventry,2018,59.4
E08000027,dudley,2018,60.2
E08000028,sandwell,2018,54.4
E08000029,solihull,2018,68.5
E08000030,walsall,2018,58.0
E08000031,wolverhampton,2018,57.6
E08000032,bradford,2018,54.7
E08000033,calderdale,2018,68.0
E08000034,kirklees,2018,63.4
E08000035,leeds,2018,62.1
E08000036,wakefield,2018,66.7
E08000037,gateshead,2018,64.0
E09000002,barking and dagenham,2018,61.9
E09000003,barnet,2018,78.8
E09000004,bexley,2018,68.4
E09000005,brent,2018,69.1
E09000006,bromley,2018,72.0
E09000007,camden,2018,67.7
E09000008,croydon,2018,61.2
E09000009,ealing,2018,72.0
E09000010,enfield,2018,62.3
E09000011,greenwich,2018,62.3
E09000012,hackney,2018,69.4
E09000013,hammersmith and fulham,2018,73.8
E09000014,haringey,2018,62.5
E09000015,harrow,2018,70.1
E09000016,havering,2018,69.8
E09000017,hillingdon,2018,68.0
E09000018,hounslow,2018,68.6
E09000019,islington,2018,63.5
E09000020,kensington and chelsea,2018,75.5
E09000021,kingston upon thames,2018,78.4
E09000022,lambeth,2018,58.5
E09000023,lewisham,2018,58.1
E09000024,merton,2018,68.8
E09000025,newham,2018,66.6
E09000026,redbridge,2018,76.5
E09000027,richmond upon thames,2018,76.6
E09000028,southwark,2018,66.3
E09000029,sutton,2018,79.7
E09000030,tower hamlets,2018,67.9
E09000031,waltham forest,2018,64.1
E09000032,wandsworth,2018,69.4
E09000033,westminster,2018,75.2
E10000003,cambridgeshire,2018,67.9
E10000006,cumbria,2018,63.9
E10000007,derbyshire,2018,65.4
E10000008,devon,2018,64.9
E10000011,east sussex,2018,63.7
E10000012,essex,2018,63.9
E10000013,gloucestershire,2018,68.5
E10000014,hampshire,2018,68.4
E10000015,hertfordshire,2018,72.6
E10000016,kent,2018,65.6
E10000017,lancashire,2018,65.7
E10000018,leicestershire,2018,66.8
E10000019,lincolnshire,2018,64.8
E10000020,norfolk,2018,63.0
E10000021,northamptonshire,2018,63.6
E10000023,north yorkshire,2018,69.0
E10000024,nottinghamshire,2018,67.6
E10000025,oxfordshire,2018,66.2
E10000027,somerset,2018,62.2
E10000028,staffordshire,2018,61.2
E10000029,suffolk,2018,61.9
E10000030,surrey,2018,72.9
E10000031,warwickshire,2018,70.9
E10000032,west sussex,2018,66.2
E10000034,worcestershire,2018,65.7
E06000001,hartlepool,2019,66.1
E06000002,middlesbrough,2019,64.8
E06000003,redcar and cleveland,2019,70.0
E06000004,stockton-on-tees,2019,71.6
E06000005,darlington,2019,72.3
E06000006,halton,2019,64.1
E06000007,warrington,2019,76.1
E06000008,blackburn with darwen,2019,71.8
E06000009,blackpool,2019,54.1
E06000010,"kingston upon hull, city of",2019,64.3
E06000011,east riding of yorkshire,2019,73.2
E06000012,north east lincolnshire,2019,63.5
E06000013,north lincolnshire,2019,71.3
E06000014,york,2019,77.4
E06000015,derby,2019,63.2
E06000016,leicester,2019,61.9
E06000017,rutland,2019,83.5
E06000018,nottingham,2019,61.7
E06000019,"herefordshire, county of",2019,73.3
E06000020,telford and wrekin,2019,68.6
E06000021,stoke-on-trent,2019,63.8
E06000022,bath and north east somerset,2019,76.3
E06000023,"bristol, city of",2019,67.3
E06000024,north somerset,2019,73.5
E06000025,south gloucestershire,2019,72.6
E06000026,plymouth,2019,69.0
E06000027,torbay,2019,69.8
E06000030,swindon,2019,70.0
E06000031,peterborough,2019,63.4
E06000032,luton,2019,64.9
E06000033,southend-on-sea,2019,75.5
E06000034,thurrock,2019,70.3
E06000035,medway,2019,70.5
E06000036,bracknell forest,2019,72.4
E06000037,west berkshire,2019,74.9
E06000038,reading,2019,72.4
E06000039,slough,2019,77.3
E06000040,windsor and maidenhead,2019,78.1
E06000041,wokingham,2019,81.6
E06000042,milton keynes,2019,66.6
E06000043,brighton and hove,2019,75.3
E06000044,portsmouth,2019,65.2
E06000045,southampton,2019,63.0
E06000046,isle of wight,2019,68.4
E06000047,county durham,2019,68.6
E06000049,cheshire east,2019,74.7
E06000050,cheshire west and chester,2019,72.8
E06000051,shropshire,2019,71.7
E06000052,cornwall,2019,69.7
E06000054,wiltshire,2019,73.3
E06000055,bedford,2019,67.9
E06000056,central bedfordshire,2019,70.4
E06000057,northumberland,2019,71.3
E06000058,"bournemouth, christchurch and poole",2019,78.2
E06000059,dorset,2019,71.1
E06000060,buckinghamshire,2019,80.1
E08000001,bolton,2019,69.0
E08000002,bury,2019,70.6
E08000003,manchester,2019,63.9
E08000004,oldham,2019,62.1
E08000005,rochdale,2019,65.2
E08000006,salford,2019,58.1
E08000007,stockport,2019,73.5
E08000008,tameside,2019,69.4
E08000009,trafford,2019,83.3
E08000010,wigan,2019,71.0
E08000011,knowsley,2019,50.7
E08000012,liverpool,2019,66.6
E08000013,st. helens,2019,66.3
E08000014,sefton,2019,68.0
E08000015,wirral,2019,71.6
E08000016,barnsley,2019,66.6
E08000017,doncaster,2019,67.4
E08000018,rotherham,2019,68.6
E08000019,sheffield,2019,65.7
E08000021,newcastle upon tyne,2019,67.4
E08000022,north tyneside,2019,70.3
E08000023,south tyneside,2019,65.2
E08000024,sunderland,2019,64.2
E08000025,birmingham,2019,67.1
E08000026,coventry,2019,66.9
E08000027,dudley,2019,66.2
E08000028,sandwell,2019,61.2
E08000029,solihull,2019,74.3
E08000030,walsall,2019,64.9
E08000031,wolverhampton,2019,66.7
E08000032,bradford,2019,62.8
E08000033,calderdale,2019,74.8
E08000034,kirklees,2019,69.4
E08000035,leeds,2019,67.7
E08000036,wakefield,2019,69.7
E08000037,gateshead,2019,70.6
