code,name,road-length,year
E10000016,kent ,5710.5,2017
E10000025,oxfordshire,2949.5,2017
E10000030,surrey,3457.0,2017
E10000032,west sussex,2667.7,2017
E06000022,bath and north east somerset ua,661.9,2017
E06000028,bournemouth ua,323.2,2017
E06000023,"bristol, city of ua",718.2,2017
E06000052,cornwall ua ,4624.3,2017
E06000053,isles of scilly ua,21.7,2017
E06000024,north somerset ua,729.5,2017
E06000026,plymouth ua,518.6,2017
E06000029,poole ua,335.3,2017
E06000025,south gloucestershire ua,975.0,2017
E06000030,swindon ua,569.3,2017
E06000027,torbay ua,328.2,2017
E06000054,wiltshire ua ,2987.5,2017
E10000008,devon ,8094.7,2017
E10000009,dorset ,2685.6,2017
E10000013,gloucestershire ,3481.9,2017
E10000027,somerset,4235.1,2017
W06000001,isle of anglesey,754.1,2017
W06000002,gwynedd,1564.4,2017
W06000003,conwy,1027.9,2017
W06000004,denbighshire,892.1,2017
W06000005,flintshire,800.3,2017
W06000006,wrexham,753.5,2017
W06000023,powys,3344.7,2017
W06000008,ceredigion,1414.4,2017
W06000009,pembrokeshire,1626.5,2017
W06000010,carmarthenshire,2219.2,2017
W06000011,swansea,724.6,2017
W06000012,neath port talbot,546.3,2017
W06000013,bridgend,498.5,2017
W06000014,the vale of glamorgan,572.9,2017
W06000015,cardiff,671.3,2017
W06000016,rhondda cynon taf,750.0,2017
W06000024,merthyr tydfil,216.6,2017
W06000018,caerphilly,630.0,2017
W06000019,blaenau gwent,259.7,2017
W06000020,torfaen,295.0,2017
W06000021,monmouthshire,1012.0,2017
W06000022,newport,465.3,2017
S12000033,aberdeen city,623.3,2017
S12000034,aberdeenshire,3876.8,2017
S12000041,angus,1203.1,2017
S12000035,argyll & bute,1697.3,2017
S12000005,clackmannanshire,194.4,2017
S12000006,dumfries and galloway,2931.3,2017
S12000042,dundee city,375.3,2017
S12000008,east ayrshire,829.2,2017
S12000045,east dunbartonshire,338.7,2017
S12000010,east lothian,684.9,2017
S12000011,east renfrewshire,320.8,2017
S12000036,"edinburgh, city of",954.9,2017
S12000013,eilean siar,802.4,2017
S12000014,falkirk,601.0,2017
S12000047,fife,1743.8,2017
S12000046,glasgow city,1172.5,2017
S12000017,highland,4996.6,2017
S12000018,inverclyde,259.8,2017
S12000019,midlothian,424.6,2017
S12000020,moray,1110.1,2017
S12000021,north ayrshire,713.0,2017
S12000044,north lanarkshire,1069.8,2017
S12000023,orkney islands,667.1,2017
S12000048,perth and kinross,1840.3,2017
S12000038,renfrewshire,591.0,2017
S12000026,scottish borders,2044.2,2017
S12000027,shetland islands,648.5,2017
S12000028,south ayrshire,823.6,2017
S12000029,south lanarkshire,1565.4,2017
S12000030,stirling,746.3,2017
S12000039,west dunbartonshire,261.1,2017
S12000040,west lothian,727.1,2017
E06000047,county durham ua,2308.0,2016
E06000005,darlington ua,342.1,2016
E06000001,hartlepool ua,253.4,2016
E06000002,middlesbrough ua,319.8,2016
E06000057,northumberland ua,3200.8,2016
E06000003,redcar and cleveland ua,424.0,2016
E06000004,stockton-on-tees ua,540.2,2016
E08000037,gateshead,563.8,2016
E08000021,newcastle upon tyne,606.5,2016
E08000022,north tyneside,495.5,2016
E08000023,south tyneside,350.0,2016
E08000024,sunderland,714.9,2016
E06000008,blackburn with darwen ua,341.9,2016
E06000009,blackpool ua,284.6,2016
E06000049,cheshire east ua,1780.8,2016
E06000050,cheshire west and chester ua,1499.2,2016
E06000006,halton ua,363.5,2016
E06000007,warrington ua,617.4,2016
E10000006,cumbria,5024.3,2016
E08000001,bolton,618.6,2016
E08000002,bury,428.3,2016
E08000003,manchester,856.3,2016
E08000004,oldham,512.0,2016
E08000005,rochdale,492.3,2016
E08000006,salford,498.7,2016
E08000007,stockport,618.0,2016
E08000008,tameside,476.9,2016
E08000009,trafford,499.6,2016
E08000010,wigan,721.0,2016
E10000017,lancashire,4339.0,2016
E08000011,knowsley,360.8,2016
E08000012,liverpool,888.7,2016
E08000014,sefton,615.4,2016
E08000013,st. helens,459.1,2016
E08000015,wirral,764.6,2016
E06000011,east riding of yorkshire ua,2158.8,2016
E06000010,"kingston upon hull, city of ua",469.0,2016
E06000012,north east lincolnshire ua,404.9,2016
E06000013,north lincolnshire ua,881.2,2016
E06000014,york ua,503.0,2016
E10000023,north yorkshire,5736.2,2016
E08000016,barnsley,756.2,2016
E08000017,doncaster,1039.9,2016
E08000018,rotherham,760.5,2016
E08000019,sheffield,1232.0,2016
E08000032,bradford,1212.2,2016
E08000033,calderdale,720.2,2016
E08000034,kirklees,1199.5,2016
E08000035,leeds,1892.1,2016
E08000036,wakefield,967.9,2016
E06000015,derby ua,475.5,2016
E06000016,leicester ua,519.0,2016
E06000018,nottingham ua,497.6,2016
E06000017,rutland ua,346.8,2016
E10000007,derbyshire,3507.2,2016
E10000018,leicestershire,2861.6,2016
E10000019,lincolnshire,5558.8,2016
E10000021,northamptonshire,2866.4,2016
E10000024,nottinghamshire,3014.0,2016
E06000019,"herefordshire, county of ua",2082.1,2016
E06000051,shropshire ua,3222.2,2016
E06000021,stoke-on-trent ua,543.8,2016
E06000020,telford and wrekin ua,651.6,2016
E10000028,staffordshire,3944.4,2016
E10000031,warwickshire,2599.4,2016
E08000025,birmingham,1584.9,2016
E08000026,coventry,565.4,2016
E08000027,dudley,639.4,2016
E08000028,sandwell,558.7,2016
E08000029,solihull,542.5,2016
E08000030,walsall,541.9,2016
E08000031,wolverhampton,480.4,2016
E10000034,worcestershire,2638.1,2016
E06000055,bedford ua,573.2,2016
E06000056,central bedfordshire ua,945.3,2016
E06000032,luton ua,289.5,2016
E06000031,peterborough ua,594.0,2016
E06000033,southend-on-sea ua,284.1,2016
E06000034,thurrock ua,367.6,2016
E10000003,cambridgeshire,2978.5,2016
E10000012,essex,5122.0,2016
E10000015,hertfordshire,3101.9,2016
E10000020,norfolk,6229.6,2016
E10000029,suffolk,4377.3,2016
E09000007,camden,175.5,2016
E09000001,city of london,34.5,2016
E09000012,hackney,172.3,2016
E09000013,hammersmith and fulham,137.2,2016
E09000014,haringey,221.9,2016
E09000019,islington,147.7,2016
E09000020,kensington and chelsea,127.3,2016
E09000022,lambeth,237.7,2016
E09000023,lewisham,283.4,2016
E09000025,newham,264.8,2016
E09000028,southwark,244.3,2016
E09000030,tower hamlets,177.4,2016
E09000032,wandsworth,270.9,2016
E09000033,westminster,211.2,2016
E09000002,barking and dagenham,210.6,2016
E09000003,barnet,472.8,2016
E09000004,bexley,347.7,2016
E09000005,brent,302.7,2016
E09000006,bromley,562.3,2016
E09000008,croydon,483.4,2016
E09000009,ealing,365.1,2016
E09000010,enfield,400.3,2016
E09000011,greenwich,312.7,2016
E09000015,harrow,294.4,2016
E09000016,havering,410.2,2016
E09000017,hillingdon,469.5,2016
E09000018,hounslow,310.3,2016
E09000021,kingston upon thames,214.0,2016
E09000024,merton,233.8,2016
E09000026,redbridge,330.6,2016
E09000027,richmond upon thames,257.7,2016
E09000029,sutton,268.4,2016
E09000031,waltham forest,264.6,2016
E06000036,bracknell forest ua,290.4,2016
E06000043,brighton and hove ua,388.8,2016
E06000046,isle of wight ua,550.0,2016
E06000035,medway ua,530.5,2016
E06000042,milton keynes ua,785.3,2016
E06000044,portsmouth ua,283.8,2016
E06000038,reading ua,248.8,2016
E06000039,slough ua,198.1,2016
E06000045,southampton ua,361.0,2016
E06000037,west berkshire ua,879.7,2016
E06000040,windsor and maidenhead ua,430.2,2016
E06000041,wokingham ua,468.0,2016
E10000002,buckinghamshire,2049.7,2016
E10000011,east sussex,2120.6,2016
E10000014,hampshire,5542.1,2016
E10000016,kent,5686.8,2016
E10000025,oxfordshire,2944.1,2016
E10000030,surrey,3457.2,2016
E10000032,west sussex,2654.0,2016
E06000022,bath and north east somerset ua,659.6,2016
E06000028,bournemouth ua,323.3,2016
E06000023,"bristol, city of ua",716.7,2016
E06000052,cornwall ua,4616.9,2016
E06000053,isles of scilly ua,21.4,2016
E06000024,north somerset ua,726.0,2016
E06000026,plymouth ua,515.2,2016
E06000029,poole ua,335.5,2016
E06000025,south gloucestershire ua,967.4,2016
E06000030,swindon ua,565.9,2016
E06000027,torbay ua,327.2,2016
E06000054,wiltshire ua,2975.3,2016
E10000008,devon,8098.6,2016
E10000009,dorset,2688.6,2016
E10000013,gloucestershire,3474.9,2016
E10000027,somerset,4225.0,2016
W06000001,isle of anglesey,753.4,2016
W06000002,gwynedd,1565.7,2016
W06000003,conwy,1030.4,2016
W06000004,denbighshire,894.7,2016
W06000005,flintshire,800.3,2016
W06000006,wrexham,752.9,2016
W06000023,powys,3343.5,2016
W06000008,ceredigion,1415.5,2016
W06000009,pembrokeshire,1630.4,2016
W06000010,carmarthenshire,2221.8,2016
W06000011,swansea,727.8,2016
W06000012,neath port talbot,550.0,2016
W06000013,bridgend,499.3,2016
W06000014,the vale of glamorgan,572.9,2016
W06000015,cardiff,673.2,2016
W06000016,rhondda cynon taf,756.8,2016
W06000024,merthyr tydfil,218.6,2016
W06000018,caerphilly,637.7,2016
W06000019,blaenau gwent,262.6,2016
W06000020,torfaen,297.1,2016
W06000021,monmouthshire,1013.6,2016
W06000022,newport,462.2,2016
S12000033,aberdeen city,624.1,2016
S12000034,aberdeenshire,3879.5,2016
S12000041,angus,1207.8,2016
S12000035,argyll & bute,1707.4,2016
S12000005,clackmannanshire,193.9,2016
S12000006,dumfries and galloway,2947.8,2016
S12000042,dundee city,374.3,2016
S12000008,east ayrshire,828.2,2016
S12000045,east dunbartonshire,337.5,2016
S12000010,east lothian,687.2,2016
S12000011,east renfrewshire,321.0,2016
S12000036,"edinburgh, city of",957.5,2016
S12000013,na h-eileanan siar,800.5,2016
S12000014,falkirk,598.4,2016
S12000015,fife,1743.3,2016
S12000046,glasgow city,1175.9,2016
S12000017,highland,5001.5,2016
S12000018,inverclyde,258.9,2016
S12000019,midlothian,427.4,2016
S12000020,moray,1109.1,2016
S12000021,north ayrshire,716.8,2016
S12000044,north lanarkshire,1064.8,2016
S12000023,orkney islands,665.6,2016
S12000024,perth and kinross,1848.2,2016
S12000038,renfrewshire,590.7,2016
S12000026,scottish borders,2051.1,2016
S12000027,shetland islands,648.4,2016
S12000028,south ayrshire,823.3,2016
S12000029,south lanarkshire,1565.6,2016
S12000030,stirling,747.2,2016
S12000039,west dunbartonshire,261.3,2016
S12000040,west lothian,723.3,2016
E06000047,county durham ua,2295.9,2015
E06000005,darlington ua,340.6,2015
E06000001,hartlepool ua,252.7,2015
E06000002,middlesbrough ua,321.7,2015
E06000057,northumberland ua,3208.6,2015
E06000003,redcar and cleveland ua,422.1,2015
E06000004,stockton-on-tees ua,539.0,2015
E08000037,gateshead,563.5,2015
E08000021,newcastle upon tyne,604.4,2015
E08000022,north tyneside,496.2,2015
E08000023,south tyneside,348.8,2015
E08000024,sunderland,714.0,2015
E06000008,blackburn with darwen ua,341.6,2015
E06000009,blackpool ua,283.9,2015
E06000049,cheshire east ua,1772.4,2015
E06000050,cheshire west and chester ua,1496.1,2015
E06000006,halton ua,362.0,2015
E06000007,warrington ua,616.0,2015
E10000006,cumbria,5023.1,2015
E08000001,bolton,615.9,2015
E08000002,bury,427.3,2015
E08000003,manchester,854.1,2015
E08000004,oldham,511.3,2015
E08000005,rochdale,490.1,2015
E08000006,salford,496.6,2015
E08000007,stockport,616.6,2015
E08000008,tameside,476.8,2015
E08000009,trafford,499.6,2015
E08000010,wigan,720.2,2015
E10000017,lancashire,4326.2,2015
E08000011,knowsley,361.1,2015
E08000012,liverpool,891.6,2015
E08000014,sefton,615.4,2015
E08000013,st. helens,457.5,2015
E08000015,wirral,755.1,2015
E06000011,east riding of yorkshire ua,2140.5,2015
E06000010,"kingston upon hull, city of ua",467.3,2015
E06000012,north east lincolnshire ua,402.9,2015
E06000013,north lincolnshire ua,880.9,2015
E06000014,york ua,498.1,2015
E10000023,north yorkshire,5758.7,2015
E08000016,barnsley,754.8,2015
E08000017,doncaster,1034.7,2015
E08000018,rotherham,757.5,2015
E08000019,sheffield,1229.5,2015
E08000032,bradford,1208.0,2015
E08000033,calderdale,722.1,2015
E08000034,kirklees,1191.8,2015
E08000035,leeds,1882.9,2015
E08000036,wakefield,965.2,2015
E06000015,derby ua,474.3,2015
E06000016,leicester ua,512.1,2015
E06000018,nottingham ua,497.0,2015
E06000017,rutland ua,344.6,2015
E10000007,derbyshire,3491.7,2015
E10000018,leicestershire,2846.9,2015
E10000019,lincolnshire,5551.0,2015
E10000021,northamptonshire,2840.0,2015
E10000024,nottinghamshire,3005.2,2015
E06000019,"herefordshire, county of ua",2080.6,2015
E06000051,shropshire ua,3217.4,2015
E06000021,stoke-on-trent ua,542.8,2015
E06000020,telford and wrekin ua,648.8,2015
E10000028,staffordshire,3924.8,2015
E10000031,warwickshire,2585.5,2015
E08000025,birmingham,1579.8,2015
E08000026,coventry,549.2,2015
E08000027,dudley,637.9,2015
E08000028,sandwell,556.3,2015
E08000029,solihull,541.3,2015
E08000030,walsall,540.5,2015
E08000031,wolverhampton,479.4,2015
E10000034,worcestershire,2626.6,2015
E06000055,bedford ua,567.4,2015
E06000056,central bedfordshire ua,935.0,2015
E06000032,luton ua,288.0,2015
E06000031,peterborough ua,589.5,2015
E06000033,southend-on-sea ua,281.0,2015
E06000034,thurrock ua,361.4,2015
E10000003,cambridgeshire,2963.2,2015
E10000012,essex,5108.0,2015
E10000015,hertfordshire,3077.2,2015
E10000020,norfolk,6245.5,2015
E10000029,suffolk,4364.9,2015
E09000007,camden,176.8,2015
E09000001,city of london,35.5,2015
E09000012,hackney,172.6,2015
E09000013,hammersmith and fulham,137.3,2015
E09000014,haringey,221.9,2015
E09000019,islington,147.8,2015
E09000020,kensington and chelsea,127.6,2015
E09000022,lambeth,234.1,2015
E09000023,lewisham,278.8,2015
E09000025,newham,264.1,2015
E09000028,southwark,244.1,2015
E09000030,tower hamlets,177.8,2015
E09000032,wandsworth,268.2,2015
E09000033,westminster,211.8,2015
E09000002,barking and dagenham,209.5,2015
E09000003,barnet,470.5,2015
E09000004,bexley,339.8,2015
E09000005,brent,301.0,2015
E09000006,bromley,561.8,2015
E09000008,croydon,484.2,2015
E09000009,ealing,365.2,2015
E09000010,enfield,400.4,2015
E09000011,greenwich,312.9,2015
E09000015,harrow,294.2,2015
E09000016,havering,409.1,2015
E09000017,hillingdon,468.1,2015
E09000018,hounslow,309.4,2015
E09000021,kingston upon thames,214.0,2015
E09000024,merton,233.8,2015
E09000026,redbridge,330.7,2015
E09000027,richmond upon thames,257.6,2015
E09000029,sutton,268.8,2015
E09000031,waltham forest,264.4,2015
E06000036,bracknell forest ua,289.4,2015
E06000043,brighton and hove ua,386.7,2015
E06000046,isle of wight ua,549.3,2015
E06000035,medway ua,530.7,2015
E06000042,milton keynes ua,776.3,2015
E06000044,portsmouth ua,283.4,2015
E06000038,reading ua,245.6,2015
E06000039,slough ua,197.7,2015
E06000045,southampton ua,360.7,2015
E06000037,west berkshire ua,878.6,2015
E06000040,windsor and maidenhead ua,430.9,2015
E06000041,wokingham ua,464.3,2015
E10000002,buckinghamshire,2043.1,2015
E10000011,east sussex,2119.6,2015
E10000014,hampshire,5536.1,2015
E10000016,kent,5668.6,2015
E10000025,oxfordshire,2924.6,2015
E10000030,surrey,3454.1,2015
E10000032,west sussex,2622.0,2015
E06000022,bath and north east somerset ua,656.6,2015
E06000028,bournemouth ua,317.2,2015
E06000023,"bristol, city of ua",716.3,2015
E06000052,cornwall ua,4599.2,2015
E06000053,isles of scilly ua,22.9,2015
E06000024,north somerset ua,722.2,2015
E06000026,plymouth ua,509.5,2015
E06000029,poole ua,327.9,2015
E06000025,south gloucestershire ua,965.9,2015
E06000030,swindon ua,558.5,2015
E06000027,torbay ua,325.9,2015
E06000054,wiltshire ua,2966.9,2015
E10000008,devon,8083.5,2015
E10000009,dorset,2685.2,2015
E10000013,gloucestershire,3462.9,2015
E10000027,somerset,4206.4,2015
W06000001,isle of anglesey,751.5,2015
W06000002,gwynedd,1563.8,2015
W06000003,conwy,1029.0,2015
W06000004,denbighshire,893.4,2015
W06000005,flintshire,797.7,2015
W06000006,wrexham,753.1,2015
W06000023,powys,3344.1,2015
W06000008,ceredigion,1417.6,2015
W06000009,pembrokeshire,1633.0,2015
W06000010,carmarthenshire,2221.9,2015
W06000011,swansea,728.0,2015
W06000012,neath port talbot,544.8,2015
W06000013,bridgend,496.4,2015
W06000014,the vale of glamorgan,571.1,2015
W06000015,cardiff,671.7,2015
W06000016,rhondda cynon taf,754.2,2015
W06000024,merthyr tydfil,216.7,2015
W06000018,caerphilly,637.2,2015
W06000019,blaenau gwent,260.7,2015
W06000020,torfaen,297.0,2015
W06000021,monmouthshire,1011.1,2015
W06000022,newport,458.6,2015
S12000033,aberdeen city,618.5,2015
S12000034,aberdeenshire,3886.5,2015
S12000041,angus,1206.7,2015
S12000035,argyll & bute,1709.8,2015
S12000005,clackmannanshire,193.6,2015
S12000006,dumfries and galloway,2956.7,2015
S12000042,dundee city,373.3,2015
S12000008,east ayrshire,826.8,2015
S12000045,east dunbartonshire,335.1,2015
S12000010,east lothian,685.3,2015
S12000011,east renfrewshire,318.0,2015
S12000036,"edinburgh, city of",950.0,2015
S12000013,na h-eileanan siar,803.3,2015
S12000014,falkirk,596.8,2015
S12000015,fife,1741.8,2015
S12000046,glasgow city,1163.0,2015
S12000017,highland,5007.8,2015
S12000018,inverclyde,258.6,2015
S12000019,midlothian,423.7,2015
S12000020,moray,1109.0,2015
S12000021,north ayrshire,714.4,2015
S12000044,north lanarkshire,1067.1,2015
S12000023,orkney islands,664.7,2015
S12000024,perth and kinross,1853.3,2015
S12000038,renfrewshire,588.3,2015
S12000026,scottish borders,2052.5,2015
S12000027,shetland islands,648.3,2015
S12000028,south ayrshire,824.6,2015
S12000029,south lanarkshire,1567.1,2015
S12000030,stirling,750.3,2015
S12000039,west dunbartonshire,260.8,2015
S12000040,west lothian,719.8,2015
E06000047,county durham ua,2293.1,2014
E06000005,darlington ua,342.0,2014
E06000001,hartlepool ua,251.2,2014
E06000002,middlesbrough ua,319.3,2014
E06000057,northumberland ua,3212.4,2014
E06000003,redcar and cleveland ua,420.0,2014
E06000004,stockton-on-tees ua,534.4,2014
E08000037,gateshead,563.0,2014
E08000021,newcastle upon tyne,602.1,2014
E08000022,north tyneside,495.1,2014
E08000023,south tyneside,346.6,2014
E08000024,sunderland,711.6,2014
E06000008,blackburn with darwen ua,341.3,2014
E06000009,blackpool ua,283.4,2014
E06000049,cheshire east ua,1775.9,2014
E06000050,cheshire west and chester ua,1493.7,2014
E06000006,halton ua,360.8,2014
E06000007,warrington ua,615.7,2014
E10000006,cumbria,5033.5,2014
E08000001,bolton,616.5,2014
E08000002,bury,427.0,2014
E08000003,manchester,852.1,2014
E08000004,oldham,512.3,2014
E08000005,rochdale,489.2,2014
E08000006,salford,496.9,2014
E08000007,stockport,618.0,2014
E08000008,tameside,477.9,2014
E08000009,trafford,499.8,2014
E08000010,wigan,719.6,2014
E10000017,lancashire,4316.1,2014
E08000011,knowsley,361.4,2014
E08000012,liverpool,890.7,2014
E08000014,sefton,615.5,2014
E08000013,st. helens,456.9,2014
E08000015,wirral,752.7,2014
E06000011,east riding of yorkshire ua,2133.1,2014
E06000010,"kingston upon hull, city of ua",465.6,2014
E06000012,north east lincolnshire ua,399.8,2014
E06000013,north lincolnshire ua,879.8,2014
E06000014,york ua,497.4,2014
E10000023,north yorkshire,5773.5,2014
E08000016,barnsley,756.2,2014
E08000017,doncaster,1036.5,2014
E08000018,rotherham,755.3,2014
E08000019,sheffield,1230.7,2014
E08000032,bradford,1208.5,2014
E08000033,calderdale,730.7,2014
E08000034,kirklees,1193.5,2014
E08000035,leeds,1880.0,2014
E08000036,wakefield,964.3,2014
E06000015,derby ua,474.1,2014
E06000016,leicester ua,511.0,2014
E06000018,nottingham ua,496.4,2014
E06000017,rutland ua,343.8,2014
E10000007,derbyshire,3502.3,2014
E10000018,leicestershire,2837.7,2014
E10000019,lincolnshire,5548.1,2014
E10000021,northamptonshire,2827.7,2014
E10000024,nottinghamshire,2998.0,2014
E06000019,"herefordshire, county of ua",2079.1,2014
E06000051,shropshire ua,3222.3,2014
E06000021,stoke-on-trent ua,542.7,2014
E06000020,telford and wrekin ua,645.8,2014
E10000028,staffordshire,3922.0,2014
E10000031,warwickshire,2575.5,2014
E08000025,birmingham,1578.4,2014
E08000026,coventry,547.1,2014
E08000027,dudley,637.1,2014
E08000028,sandwell,556.1,2014
E08000029,solihull,540.1,2014
E08000030,walsall,540.5,2014
E08000031,wolverhampton,478.8,2014
E10000034,worcestershire,2614.0,2014
E06000055,bedford ua,565.8,2014
E06000056,central bedfordshire ua,929.5,2014
E06000032,luton ua,285.1,2014
E06000031,peterborough ua,591.7,2014
E06000033,southend-on-sea ua,280.9,2014
E06000034,thurrock ua,357.7,2014
E10000003,cambridgeshire,2942.5,2014
E10000012,essex,5104.0,2014
E10000015,hertfordshire,3073.4,2014
E10000020,norfolk,6267.8,2014
E10000029,suffolk,4336.7,2014
E09000007,camden,177.0,2014
E09000001,city of london,35.5,2014
E09000012,hackney,172.9,2014
E09000013,hammersmith and fulham,139.2,2014
E09000014,haringey,221.9,2014
E09000019,islington,151.3,2014
E09000020,kensington and chelsea,129.1,2014
E09000022,lambeth,234.8,2014
E09000023,lewisham,279.0,2014
E09000025,newham,259.9,2014
E09000028,southwark,245.9,2014
E09000030,tower hamlets,186.1,2014
E09000032,wandsworth,268.2,2014
E09000033,westminster,212.3,2014
E09000002,barking and dagenham,208.2,2014
E09000003,barnet,474.4,2014
E09000004,bexley,338.9,2014
E09000005,brent,302.4,2014
E09000006,bromley,561.4,2014
E09000008,croydon,483.8,2014
E09000009,ealing,366.0,2014
E09000010,enfield,400.0,2014
E09000011,greenwich,315.1,2014
E09000015,harrow,295.8,2014
E09000016,havering,408.0,2014
E09000017,hillingdon,464.7,2014
E09000018,hounslow,313.2,2014
E09000021,kingston upon thames,214.0,2014
E09000024,merton,235.5,2014
E09000026,redbridge,333.9,2014
E09000027,richmond upon thames,257.7,2014
E09000029,sutton,268.5,2014
E09000031,waltham forest,268.5,2014
E06000036,bracknell forest ua,288.7,2014
E06000043,brighton and hove ua,386.8,2014
E06000046,isle of wight ua,549.7,2014
E06000035,medway ua,531.5,2014
E06000042,milton keynes ua,772.4,2014
E06000044,portsmouth ua,282.6,2014
E06000038,reading ua,245.5,2014
E06000039,slough ua,197.0,2014
E06000045,southampton ua,360.5,2014
E06000037,west berkshire ua,881.3,2014
E06000040,windsor and maidenhead ua,431.0,2014
E06000041,wokingham ua,463.2,2014
E10000002,buckinghamshire,2037.1,2014
E10000011,east sussex,2121.3,2014
E10000014,hampshire,5530.4,2014
E10000016,kent,5671.0,2014
E10000025,oxfordshire,2917.1,2014
E10000030,surrey,3451.7,2014
E10000032,west sussex,2611.2,2014
E06000022,bath and north east somerset ua,657.5,2014
E06000028,bournemouth ua,317.0,2014
E06000023,"bristol, city of ua",715.2,2014
E06000052,cornwall ua,4591.2,2014
E06000053,isles of scilly ua,22.9,2014
E06000024,north somerset ua,717.4,2014
E06000026,plymouth ua,506.8,2014
E06000029,poole ua,327.9,2014
E06000025,south gloucestershire ua,963.1,2014
E06000030,swindon ua,559.3,2014
E06000027,torbay ua,325.4,2014
E06000054,wiltshire ua,2963.8,2014
E10000008,devon,8100.6,2014
E10000009,dorset,2686.1,2014
E10000013,gloucestershire,3461.4,2014
E10000027,somerset,4213.0,2014
W06000001,isle of anglesey,756.7,2014
W06000002,gwynedd,1564.3,2014
W06000003,conwy,1025.3,2014
W06000004,denbighshire,897.9,2014
W06000005,flintshire,796.6,2014
W06000006,wrexham,755.1,2014
W06000023,powys,3358.3,2014
W06000008,ceredigion,1418.5,2014
W06000009,pembrokeshire,1633.0,2014
W06000010,carmarthenshire,2218.0,2014
W06000011,swansea,730.4,2014
W06000012,neath port talbot,546.7,2014
W06000013,bridgend,494.9,2014
W06000014,the vale of glamorgan,571.0,2014
W06000015,cardiff,671.8,2014
W06000016,rhondda cynon taf,752.3,2014
W06000024,merthyr tydfil,216.7,2014
W06000018,caerphilly,636.7,2014
W06000019,blaenau gwent,259.3,2014
W06000020,torfaen,296.6,2014
W06000021,monmouthshire,1011.6,2014
W06000022,newport,463.2,2014
S12000033,aberdeen city,615.9,2014
S12000034,aberdeenshire,3887.8,2014
S12000041,angus,1206.6,2014
S12000035,argyll & bute,1726.2,2014
S12000005,clackmannanshire,193.1,2014
S12000006,dumfries and galloway,2958.1,2014
S12000042,dundee city,371.6,2014
S12000008,east ayrshire,824.9,2014
S12000045,east dunbartonshire,334.4,2014
S12000010,east lothian,684.1,2014
S12000011,east renfrewshire,317.2,2014
S12000036,"edinburgh, city of",944.7,2014
S12000013,eilean siar,806.4,2014
S12000014,falkirk,595.2,2014
S12000015,fife,1745.0,2014
S12000046,glasgow city,1159.3,2014
S12000017,highland,5026.0,2014
S12000018,inverclyde,258.1,2014
S12000019,midlothian,418.6,2014
S12000020,moray,1123.0,2014
S12000021,north ayrshire,722.3,2014
S12000044,north lanarkshire,1069.1,2014
S12000023,orkney islands,664.7,2014
S12000024,perth and kinross,1852.5,2014
S12000038,renfrewshire,584.7,2014
S12000026,scottish borders,2050.7,2014
S12000027,shetland islands,649.5,2014
S12000028,south ayrshire,829.5,2014
S12000029,south lanarkshire,1568.0,2014
S12000030,stirling,748.5,2014
S12000039,west dunbartonshire,261.1,2014
S12000040,west lothian,717.3,2014
E06000047,county durham ua,2289.1,2013
E06000005,darlington ua,341.0,2013
E06000001,hartlepool ua,250.2,2013
E06000002,middlesbrough ua,318.5,2013
E06000057,northumberland ua,3213.6,2013
E06000003,redcar and cleveland ua,419.4,2013
E06000004,stockton-on-tees ua,534.3,2013
E08000037,gateshead,562.9,2013
E08000021,newcastle upon tyne,602.7,2013
E08000022,north tyneside,493.6,2013
E08000023,south tyneside,346.5,2013
E08000024,sunderland,709.1,2013
E06000008,blackburn with darwen ua,341.4,2013
E06000009,blackpool ua,283.8,2013
E06000049,cheshire east ua,1774.0,2013
E06000050,cheshire west and chester ua,1489.9,2013
E06000006,halton ua,359.7,2013
E06000007,warrington ua,614.4,2013
E10000006,cumbria,5041.9,2013
E08000001,bolton,616.5,2013
E08000002,bury,426.9,2013
E08000003,manchester,852.6,2013
E08000004,oldham,512.4,2013
E08000005,rochdale,490.9,2013
E08000006,salford,496.4,2013
E08000007,stockport,617.5,2013
E08000008,tameside,477.5,2013
E08000009,trafford,499.6,2013
E08000010,wigan,721.2,2013
E10000017,lancashire,4316.4,2013
E08000011,knowsley,360.5,2013
E08000012,liverpool,890.2,2013
E08000014,sefton,615.5,2013
E08000013,st. helens,456.8,2013
E08000015,wirral,752.0,2013
E06000011,east riding of yorkshire ua,2140.8,2013
E06000010,"kingston upon hull, city of ua",464.3,2013
E06000012,north east lincolnshire ua,398.9,2013
E06000013,north lincolnshire ua,881.4,2013
E06000014,york ua,497.3,2013
E10000023,north yorkshire,5788.1,2013
E08000016,barnsley,755.1,2013
E08000017,doncaster,1034.2,2013
E08000018,rotherham,752.8,2013
E08000019,sheffield,1231.2,2013
E08000032,bradford,1207.2,2013
E08000033,calderdale,732.3,2013
E08000034,kirklees,1192.1,2013
E08000035,leeds,1876.6,2013
E08000036,wakefield,962.1,2013
E06000015,derby ua,472.9,2013
E06000016,leicester ua,510.4,2013
E06000018,nottingham ua,495.9,2013
E06000017,rutland ua,343.0,2013
E10000007,derbyshire,3501.6,2013
E10000018,leicestershire,2830.3,2013
E10000019,lincolnshire,5539.9,2013
E10000021,northamptonshire,2822.2,2013
E10000024,nottinghamshire,3010.9,2013
E06000019,"herefordshire, county of ua",2078.5,2013
E06000051,shropshire ua,3232.9,2013
