code,name,road-length,year
E06000021,stoke-on-trent ua,542.1,2013
E06000020,telford and wrekin ua,644.2,2013
E10000028,staffordshire,3922.1,2013
E10000031,warwickshire,2566.8,2013
E08000025,birmingham,1577.0,2013
E08000026,coventry,545.3,2013
E08000027,dudley,635.6,2013
E08000028,sandwell,555.4,2013
E08000029,solihull,539.2,2013
E08000030,walsall,539.6,2013
E08000031,wolverhampton,477.8,2013
E10000034,worcestershire,2604.1,2013
E06000055,bedford ua,564.7,2013
E06000056,central bedfordshire ua,922.4,2013
E06000032,luton ua,284.1,2013
E06000031,peterborough ua,589.6,2013
E06000033,southend-on-sea ua,280.9,2013
E06000034,thurrock ua,356.5,2013
E10000003,cambridgeshire,2938.3,2013
E10000012,essex,5103.9,2013
E10000015,hertfordshire,3069.5,2013
E10000020,norfolk,6261.2,2013
E10000029,suffolk,4337.8,2013
E09000007,camden,177.0,2013
E09000001,city of london,35.6,2013
E09000012,hackney,171.7,2013
E09000013,hammersmith and fulham,139.2,2013
E09000014,haringey,221.8,2013
E09000019,islington,151.2,2013
E09000020,kensington and chelsea,129.0,2013
E09000022,lambeth,234.6,2013
E09000023,lewisham,278.5,2013
E09000025,newham,258.9,2013
E09000028,southwark,245.9,2013
E09000030,tower hamlets,186.1,2013
E09000032,wandsworth,268.0,2013
E09000033,westminster,212.6,2013
E09000002,barking and dagenham,207.8,2013
E09000003,barnet,475.7,2013
E09000004,bexley,338.8,2013
E09000005,brent,302.4,2013
E09000006,bromley,561.3,2013
E09000008,croydon,484.2,2013
E09000009,ealing,365.9,2013
E09000010,enfield,400.0,2013
E09000011,greenwich,314.6,2013
E09000015,harrow,296.2,2013
E09000016,havering,406.5,2013
E09000017,hillingdon,462.4,2013
E09000018,hounslow,313.8,2013
E09000021,kingston upon thames,213.9,2013
E09000024,merton,235.2,2013
E09000026,redbridge,333.6,2013
E09000027,richmond upon thames,257.7,2013
E09000029,sutton,268.4,2013
E09000031,waltham forest,265.8,2013
E06000036,bracknell forest ua,287.3,2013
E06000043,brighton and hove ua,387.0,2013
E06000046,isle of wight ua,549.1,2013
E06000035,medway ua,531.2,2013
E06000042,milton keynes ua,768.7,2013
E06000044,portsmouth ua,282.5,2013
E06000038,reading ua,245.3,2013
E06000039,slough ua,196.5,2013
E06000045,southampton ua,360.0,2013
E06000037,west berkshire ua,880.4,2013
E06000040,windsor and maidenhead ua,430.7,2013
E06000041,wokingham ua,462.7,2013
E10000002,buckinghamshire,2030.2,2013
E10000011,east sussex,2121.5,2013
E10000014,hampshire,5532.3,2013
E10000016,kent,5663.8,2013
E10000025,oxfordshire,2914.5,2013
E10000030,surrey,3447.0,2013
E10000032,west sussex,2604.5,2013
E06000022,bath and north east somerset ua,658.4,2013
E06000028,bournemouth ua,316.2,2013
E06000023,"bristol, city of ua",711.5,2013
E06000052,cornwall ua,4590.4,2013
E06000053,isles of scilly ua,22.9,2013
E06000024,north somerset ua,716.2,2013
E06000026,plymouth ua,505.2,2013
E06000029,poole ua,328.0,2013
E06000025,south gloucestershire ua,954.7,2013
E06000030,swindon ua,558.3,2013
E06000027,torbay ua,324.9,2013
E06000054,wiltshire ua,2956.8,2013
E10000008,devon,8100.6,2013
E10000009,dorset,2691.0,2013
E10000013,gloucestershire,3458.2,2013
E10000027,somerset,4208.8,2013
W06000001,isle of anglesey,755.8,2013
W06000002,gwynedd,1565.5,2013
W06000003,conwy,1027.2,2013
W06000004,denbighshire,898.3,2013
W06000005,flintshire,797.8,2013
W06000006,wrexham,754.8,2013
W06000023,powys,3358.7,2013
W06000008,ceredigion,1420.4,2013
W06000009,pembrokeshire,1633.0,2013
W06000010,carmarthenshire,2217.9,2013
W06000011,swansea,730.2,2013
W06000012,neath port talbot,538.1,2013
W06000013,bridgend,493.9,2013
W06000014,the vale of glamorgan,571.2,2013
W06000015,cardiff,671.3,2013
W06000016,rhondda cynon taf,751.2,2013
W06000024,merthyr tydfil,216.4,2013
W06000018,caerphilly,635.7,2013
W06000019,blaenau gwent,257.6,2013
W06000020,torfaen,295.7,2013
W06000021,monmouthshire,1011.7,2013
W06000022,newport,458.5,2013
S12000033,aberdeen city,615.5,2013
S12000034,aberdeenshire,3886.6,2013
S12000041,angus,1209.6,2013
S12000035,argyll & bute,1734.2,2013
S12000005,clackmannanshire,193.7,2013
S12000006,dumfries and galloway,2971.1,2013
S12000042,dundee city,369.8,2013
S12000008,east ayrshire,829.0,2013
S12000045,east dunbartonshire,331.9,2013
S12000010,east lothian,683.6,2013
S12000011,east renfrewshire,317.7,2013
S12000036,"edinburgh, city of",942.2,2013
S12000013,eilean siar,808.4,2013
S12000014,falkirk,594.5,2013
S12000015,fife,1744.9,2013
S12000046,glasgow city,1154.4,2013
S12000017,highland,5042.2,2013
S12000018,inverclyde,265.6,2013
S12000019,midlothian,416.4,2013
S12000020,moray,1122.0,2013
S12000021,north ayrshire,722.0,2013
S12000044,north lanarkshire,1071.9,2013
S12000023,orkney islands,663.7,2013
S12000024,perth and kinross,1853.6,2013
S12000038,renfrewshire,579.7,2013
S12000026,scottish borders,2049.5,2013
S12000027,shetland islands,656.4,2013
S12000028,south ayrshire,836.9,2013
S12000029,south lanarkshire,1565.4,2013
S12000030,stirling,746.5,2013
S12000039,west dunbartonshire,260.2,2013
S12000040,west lothian,716.6,2013
E06000047,county durham ua,2285.3,2012
E06000005,darlington ua,340.1,2012
E06000001,hartlepool ua,249.7,2012
E06000002,middlesbrough ua,317.9,2012
E06000048,northumberland ua,3211.1,2012
E06000003,redcar and cleveland ua,418.2,2012
E06000004,stockton-on-tees ua,532.9,2012
E08000020,gateshead,561.7,2012
E08000021,newcastle upon tyne,603.8,2012
E08000022,north tyneside,491.7,2012
E08000023,south tyneside,345.4,2012
E08000024,sunderland,707.4,2012
E06000008,blackburn with darwen ua,341.2,2012
E06000009,blackpool ua,284.0,2012
E06000049,cheshire east ua,1774.1,2012
E06000050,cheshire west and chester ua,1489.1,2012
E06000006,halton ua,359.0,2012
E06000007,warrington ua,612.6,2012
E10000006,cumbria,5040.0,2012
E08000001,bolton,616.1,2012
E08000002,bury,426.8,2012
E08000003,manchester,851.8,2012
E08000004,oldham,511.6,2012
E08000005,rochdale,488.4,2012
E08000006,salford,495.7,2012
E08000007,stockport,617.3,2012
E08000008,tameside,477.2,2012
E08000009,trafford,499.4,2012
E08000010,wigan,719.2,2012
E10000017,lancashire,4310.0,2012
E08000011,knowsley,359.9,2012
E08000012,liverpool,889.1,2012
E08000014,sefton,614.9,2012
E08000013,st. helens,456.2,2012
E08000015,wirral,751.9,2012
E06000011,east riding of yorkshire ua,2139.3,2012
E06000010,"kingston upon hull, city of ua",463.1,2012
E06000012,north east lincolnshire ua,398.1,2012
E06000013,north lincolnshire ua,880.0,2012
E06000014,york ua,496.4,2012
E10000023,north yorkshire,5782.7,2012
E08000016,barnsley,752.6,2012
E08000017,doncaster,1035.4,2012
E08000018,rotherham,750.1,2012
E08000019,sheffield,1231.7,2012
E08000032,bradford,1206.1,2012
E08000033,calderdale,731.6,2012
E08000034,kirklees,1190.9,2012
E08000035,leeds,1874.9,2012
E08000036,wakefield,960.1,2012
E06000015,derby ua,472.6,2012
E06000016,leicester ua,509.9,2012
E06000018,nottingham ua,495.4,2012
E06000017,rutland ua,342.3,2012
E10000007,derbyshire,3498.8,2012
E10000018,leicestershire,2823.3,2012
E10000019,lincolnshire,5531.1,2012
E10000021,northamptonshire,2814.9,2012
E10000024,nottinghamshire,2996.4,2012
E06000019,"herefordshire, county of ua",2078.2,2012
E06000051,shropshire ua,3231.2,2012
E06000021,stoke-on-trent ua,541.9,2012
E06000020,telford and wrekin ua,641.8,2012
E10000028,staffordshire,3919.1,2012
E10000031,warwickshire,2564.4,2012
E08000025,birmingham,1574.0,2012
E08000026,coventry,544.3,2012
E08000027,dudley,634.4,2012
E08000028,sandwell,554.9,2012
E08000029,solihull,539.0,2012
E08000030,walsall,538.5,2012
E08000031,wolverhampton,476.7,2012
E10000034,worcestershire,2598.5,2012
E06000055,bedford ua,562.4,2012
E06000056,central bedfordshire ua,919.3,2012
E06000032,luton ua,282.9,2012
E06000031,peterborough ua,586.5,2012
E06000033,southend-on-sea ua,280.4,2012
E06000034,thurrock ua,356.0,2012
E10000003,cambridgeshire,2931.3,2012
E10000012,essex,5102.7,2012
E10000015,hertfordshire,3062.3,2012
E10000020,norfolk,6255.8,2012
E10000029,suffolk,4334.6,2012
E09000007,camden,177.2,2012
E09000001,city of london,35.7,2012
E09000012,hackney,171.2,2012
E09000013,hammersmith and fulham,139.3,2012
E09000014,haringey,221.5,2012
E09000019,islington,150.7,2012
E09000020,kensington and chelsea,129.4,2012
E09000022,lambeth,233.8,2012
E09000023,lewisham,278.6,2012
E09000025,newham,257.9,2012
E09000028,southwark,246.3,2012
E09000030,tower hamlets,185.9,2012
E09000032,wandsworth,267.6,2012
E09000033,westminster,212.8,2012
E09000002,barking and dagenham,206.8,2012
E09000003,barnet,475.9,2012
E09000004,bexley,338.2,2012
E09000005,brent,302.2,2012
E09000006,bromley,560.5,2012
E09000008,croydon,483.4,2012
E09000009,ealing,365.7,2012
E09000010,enfield,400.0,2012
E09000011,greenwich,315.7,2012
E09000015,harrow,295.9,2012
E09000016,havering,405.8,2012
E09000017,hillingdon,460.9,2012
E09000018,hounslow,313.5,2012
E09000021,kingston upon thames,213.9,2012
E09000024,merton,234.6,2012
E09000026,redbridge,333.6,2012
E09000027,richmond upon thames,257.6,2012
E09000029,sutton,267.5,2012
E09000031,waltham forest,265.6,2012
E06000036,bracknell forest ua,286.1,2012
E06000043,brighton and hove ua,387.0,2012
E06000046,isle of wight ua,548.2,2012
E06000035,medway ua,527.4,2012
E06000042,milton keynes ua,764.1,2012
E06000044,portsmouth ua,282.2,2012
E06000038,reading ua,245.1,2012
E06000039,slough ua,195.5,2012
E06000045,southampton ua,359.6,2012
E06000037,west berkshire ua,880.0,2012
E06000040,windsor and maidenhead ua,430.4,2012
E06000041,wokingham ua,462.1,2012
E10000002,buckinghamshire,2025.5,2012
E10000011,east sussex,2122.4,2012
E10000014,hampshire,5523.4,2012
E10000016,kent,5652.5,2012
E10000025,oxfordshire,2908.2,2012
E10000030,surrey,3443.1,2012
E10000032,west sussex,2596.8,2012
E06000022,bath and north east somerset ua,658.3,2012
E06000028,bournemouth ua,316.0,2012
E06000023,"bristol, city of ua",711.7,2012
E06000052,cornwall ua,4580.7,2012
E06000053,isles of scilly ua,22.8,2012
E06000024,north somerset ua,714.3,2012
E06000026,plymouth ua,503.2,2012
E06000029,poole ua,328.6,2012
E06000025,south gloucestershire ua,948.6,2012
E06000030,swindon ua,557.4,2012
E06000027,torbay ua,324.4,2012
E06000054,wiltshire ua,2950.2,2012
E10000008,devon,8093.6,2012
E10000009,dorset,2689.2,2012
E10000013,gloucestershire,3451.4,2012
E10000027,somerset,4203.6,2012
W06000001,isle of anglesey,755.3,2012
W06000002,gwynedd,1560.9,2012
W06000003,conwy,1026.9,2012
W06000004,denbighshire,898.2,2012
W06000005,flintshire,796.5,2012
W06000006,wrexham,752.1,2012
W06000023,powys,3354.1,2012
W06000008,ceredigion,1421.1,2012
W06000009,pembrokeshire,1632.3,2012
W06000010,carmarthenshire,2217.4,2012
W06000011,swansea,731.0,2012
W06000012,neath port talbot,537.3,2012
W06000013,bridgend,491.3,2012
W06000014,the vale of glamorgan,571.4,2012
W06000015,cardiff,671.0,2012
W06000016,rhondda cynon taf,750.2,2012
W06000024,merthyr tydfil,216.1,2012
W06000018,caerphilly,635.0,2012
W06000019,blaenau gwent,256.0,2012
W06000020,torfaen,295.3,2012
W06000021,monmouthshire,1011.0,2012
W06000022,newport,457.1,2012
S12000033,aberdeen city,612.5,2012
S12000034,aberdeenshire,3880.6,2012
S12000041,angus,1208.1,2012
S12000035,argyll & bute,1734.7,2012
S12000005,clackmannanshire,193.4,2012
S12000006,dumfries and galloway,2969.2,2012
S12000042,dundee city,368.8,2012
S12000008,east ayrshire,827.5,2012
S12000045,east dunbartonshire,329.0,2012
S12000010,east lothian,682.8,2012
S12000011,east renfrewshire,316.7,2012
S12000036,"edinburgh, city of",940.1,2012
S12000013,eilean siar,808.7,2012
S12000014,falkirk,591.8,2012
S12000015,fife,1742.4,2012
S12000046,glasgow city,1147.6,2012
S12000017,highland,5039.4,2012
S12000018,inverclyde,264.2,2012
S12000019,midlothian,413.5,2012
S12000020,moray,1120.8,2012
S12000021,north ayrshire,721.7,2012
S12000044,north lanarkshire,1066.5,2012
S12000023,orkney islands,664.3,2012
S12000024,perth and kinross,1850.3,2012
S12000038,renfrewshire,581.7,2012
S12000026,scottish borders,2048.4,2012
S12000027,shetland islands,655.7,2012
S12000028,south ayrshire,835.5,2012
S12000029,south lanarkshire,1563.2,2012
S12000030,stirling,745.7,2012
S12000039,west dunbartonshire,258.7,2012
S12000040,west lothian,713.5,2012
E06000047,county durham ua,2280.4,2011
E06000005,darlington ua,339.3,2011
E06000001,hartlepool ua,248.9,2011
E06000002,middlesbrough ua,317.2,2011
E06000048,northumberland ua,3208.9,2011
E06000003,redcar and cleveland ua,417.9,2011
E06000004,stockton-on-tees ua,529.8,2011
E08000020,gateshead,560.4,2011
E08000021,newcastle upon tyne,602.2,2011
E08000022,north tyneside,489.6,2011
E08000023,south tyneside,343.7,2011
E08000024,sunderland,705.0,2011
E06000008,blackburn with darwen ua,340.8,2011
E06000009,blackpool ua,283.9,2011
E06000049,cheshire east ua,1772.8,2011
E06000050,cheshire west and chester ua,1487.9,2011
E06000006,halton ua,357.6,2011
E06000007,warrington ua,611.9,2011
E10000006,cumbria,5031.6,2011
E08000001,bolton,614.8,2011
E08000002,bury,426.2,2011
E08000003,manchester,851.1,2011
E08000004,oldham,511.5,2011
E08000005,rochdale,487.2,2011
E08000006,salford,494.9,2011
E08000007,stockport,616.5,2011
E08000008,tameside,477.0,2011
E08000009,trafford,499.2,2011
E08000010,wigan,718.6,2011
E10000017,lancashire,4303.4,2011
E08000011,knowsley,358.5,2011
E08000012,liverpool,888.9,2011
E08000014,sefton,613.9,2011
E08000013,st. helens,455.2,2011
E08000015,wirral,751.5,2011
E06000011,east riding of yorkshire ua,2137.1,2011
E06000010,"kingston upon hull, city of ua",461.5,2011
E06000012,north east lincolnshire ua,396.7,2011
E06000013,north lincolnshire ua,879.2,2011
E06000014,york ua,495.9,2011
E10000023,north yorkshire,5769.8,2011
E08000016,barnsley,750.4,2011
E08000017,doncaster,1035.4,2011
E08000018,rotherham,748.5,2011
E08000019,sheffield,1230.9,2011
E08000032,bradford,1205.1,2011
E08000033,calderdale,733.8,2011
E08000034,kirklees,1189.1,2011
E08000035,leeds,1867.7,2011
E08000036,wakefield,957.5,2011
E06000015,derby ua,472.2,2011
E06000016,leicester ua,508.7,2011
E06000018,nottingham ua,495.2,2011
E06000017,rutland ua,342.3,2011
E10000007,derbyshire,3496.7,2011
E10000018,leicestershire,2817.8,2011
E10000019,lincolnshire,5518.0,2011
E10000021,northamptonshire,2809.7,2011
E10000024,nottinghamshire,2996.4,2011
E06000019,"herefordshire, county of ua",2076.2,2011
E06000051,shropshire ua,3229.9,2011
E06000021,stoke-on-trent ua,541.3,2011
E06000020,telford and wrekin ua,639.5,2011
E10000028,staffordshire,3916.6,2011
E10000031,warwickshire,2564.8,2011
E08000025,birmingham,1570.0,2011
E08000026,coventry,541.6,2011
E08000027,dudley,634.2,2011
E08000028,sandwell,553.1,2011
E08000029,solihull,538.4,2011
E08000030,walsall,537.2,2011
E08000031,wolverhampton,475.3,2011
E10000034,worcestershire,2594.2,2011
E06000055,bedford ua,552.6,2011
E06000056,central bedfordshire ua,906.1,2011
E06000032,luton ua,287.5,2011
E06000031,peterborough ua,574.3,2011
E06000033,southend-on-sea ua,280.1,2011
E06000034,thurrock ua,355.9,2011
E10000003,cambridgeshire,2930.4,2011
E10000012,essex,5095.9,2011
E10000015,hertfordshire,3056.2,2011
E10000020,norfolk,6256.0,2011
E10000029,suffolk,4332.6,2011
E09000007,camden,177.3,2011
E09000001,city of london,35.9,2011
E09000012,hackney,171.7,2011
E09000013,hammersmith and fulham,138.9,2011
E09000014,haringey,221.3,2011
E09000019,islington,150.7,2011
E09000020,kensington and chelsea,128.9,2011
E09000022,lambeth,233.3,2011
E09000023,lewisham,277.8,2011
E09000025,newham,258.4,2011
E09000028,southwark,246.1,2011
E09000030,tower hamlets,186.2,2011
E09000032,wandsworth,267.4,2011
E09000033,westminster,212.6,2011
E09000002,barking and dagenham,206.2,2011
E09000003,barnet,475.2,2011
E09000004,bexley,337.9,2011
E09000005,brent,302.1,2011
E09000006,bromley,559.9,2011
E09000008,croydon,482.8,2011
E09000009,ealing,365.9,2011
E09000010,enfield,399.7,2011
E09000011,greenwich,315.5,2011
E09000015,harrow,295.8,2011
E09000016,havering,404.9,2011
E09000017,hillingdon,459.9,2011
E09000018,hounslow,313.2,2011
E09000021,kingston upon thames,213.8,2011
E09000024,merton,234.1,2011
E09000026,redbridge,333.5,2011
E09000027,richmond upon thames,257.6,2011
E09000029,sutton,266.9,2011
E09000031,waltham forest,265.2,2011
E06000036,bracknell forest ua,284.5,2011
E06000043,brighton and hove ua,387.1,2011
E06000046,isle of wight ua,546.9,2011
E06000035,medway ua,526.0,2011
E06000042,milton keynes ua,758.1,2011
E06000044,portsmouth ua,281.4,2011
E06000038,reading ua,245.1,2011
E06000039,slough ua,195.3,2011
E06000045,southampton ua,359.0,2011
E06000037,west berkshire ua,880.2,2011
E06000040,windsor and maidenhead ua,430.3,2011
E06000041,wokingham ua,461.4,2011
E10000002,buckinghamshire,2019.2,2011
E10000011,east sussex,2119.2,2011
E10000014,hampshire,5517.5,2011
E10000016,kent,5646.1,2011
E10000025,oxfordshire,2900.6,2011
E10000030,surrey,3437.3,2011
E10000032,west sussex,2592.3,2011
E06000022,bath and north east somerset ua,658.1,2011
E06000028,bournemouth ua,315.9,2011
E06000023,"bristol, city of ua",710.3,2011
E06000052,cornwall ua,4572.3,2011
E06000053,isles of scilly ua,22.8,2011
E06000024,north somerset ua,714.5,2011
E06000026,plymouth ua,502.6,2011
E06000029,poole ua,327.3,2011
E06000025,south gloucestershire ua,943.9,2011
E06000030,swindon ua,553.5,2011
E06000027,torbay ua,324.0,2011
E06000054,wiltshire ua,2945.2,2011
E10000008,devon,8089.6,2011
E10000009,dorset,2689.1,2011
E10000013,gloucestershire,3444.1,2011
E10000027,somerset,4192.2,2011
W06000001,isle of anglesey,754.9,2011
W06000002,gwynedd,1560.3,2011
W06000003,conwy,1026.3,2011
W06000004,denbighshire,898.6,2011
W06000005,flintshire,795.7,2011
W06000006,wrexham,751.2,2011
W06000023,powys,3352.9,2011
W06000008,ceredigion,1419.6,2011
W06000009,pembrokeshire,1629.7,2011
W06000010,carmarthenshire,2215.5,2011
W06000011,swansea,733.7,2011
W06000012,neath port talbot,540.0,2011
W06000013,bridgend,487.8,2011
W06000014,the vale of glamorgan,571.6,2011
W06000015,cardiff,668.6,2011
W06000016,rhondda cynon taf,747.8,2011
W06000024,merthyr tydfil,214.6,2011
W06000018,caerphilly,635.3,2011
W06000019,blaenau gwent,255.6,2011
W06000020,torfaen,294.5,2011
W06000021,monmouthshire,1011.2,2011
W06000022,newport,455.4,2011
S12000033,aberdeen city,611.4,2011
S12000034,aberdeenshire,3882.8,2011
S12000041,angus,1205.2,2011
S12000035,argyll & bute,1735.3,2011
S12000005,clackmannanshire,193.1,2011
S12000006,dumfries and galloway,2968.7,2011
S12000042,dundee city,367.6,2011
S12000008,east ayrshire,825.5,2011
S12000045,east dunbartonshire,328.2,2011
S12000010,east lothian,681.3,2011
S12000011,east renfrewshire,316.8,2011
S12000036,"edinburgh, city of",938.7,2011
S12000013,eilean siar,807.0,2011
S12000014,falkirk,588.7,2011
S12000015,fife,1739.6,2011
S12000046,glasgow city,1144.2,2011
S12000017,highland,5038.9,2011
S12000018,inverclyde,255.9,2011
S12000019,midlothian,410.6,2011
S12000020,moray,1116.4,2011
S12000021,north ayrshire,721.0,2011
S12000044,north lanarkshire,1052.0,2011
S12000023,orkney islands,664.1,2011
S12000024,perth and kinross,1853.7,2011
S12000038,renfrewshire,581.2,2011
S12000026,scottish borders,2048.1,2011
S12000027,shetland islands,655.4,2011
S12000028,south ayrshire,834.4,2011
S12000029,south lanarkshire,1559.9,2011
S12000030,stirling,744.3,2011
S12000039,west dunbartonshire,257.1,2011
S12000040,west lothian,712.7,2011
E06000047,county durham ua,2281.5,2010
E06000005,darlington ua,339.6,2010
E06000001,hartlepool ua,248.2,2010
E06000002,middlesbrough ua,315.7,2010
E06000048,northumberland ua,3213.8,2010
E06000003,redcar and cleveland ua,416.9,2010
E06000004,stockton-on-tees ua,527.7,2010
E08000020,gateshead,559.4,2010
E08000021,newcastle upon tyne,602.5,2010
E08000022,north tyneside,489.1,2010
E08000023,south tyneside,343.7,2010
E08000024,sunderland,709.4,2010
E06000008,blackburn with darwen ua,341.5,2010
E06000009,blackpool ua,284.2,2010
E06000049,cheshire east ua,1770.8,2010
E06000050,cheshire west and chester ua,1488.1,2010
E06000006,halton ua,357.8,2010
E06000007,warrington ua,612.9,2010
E10000006,cumbria,5034.4,2010
E08000001,bolton,615.0,2010
E08000002,bury,427.1,2010
E08000003,manchester,852.4,2010
E08000004,oldham,511.6,2010
E08000005,rochdale,485.5,2010
E08000006,salford,493.9,2010
E08000007,stockport,617.0,2010
E08000008,tameside,476.7,2010
E08000009,trafford,499.5,2010
E08000010,wigan,719.1,2010
E10000017,lancashire,4303.9,2010
E08000011,knowsley,361.0,2010
E08000012,liverpool,893.0,2010
E08000014,sefton,613.5,2010
E08000013,st. helens,455.0,2010
E08000015,wirral,752.0,2010
E06000011,east riding of yorkshire ua,2135.9,2010
E06000010,"kingston upon hull, city of ua",462.9,2010
E06000012,north east lincolnshire ua,396.4,2010
E06000013,north lincolnshire ua,880.6,2010
E06000014,york ua,493.9,2010
E10000023,north yorkshire,5770.4,2010
E08000016,barnsley,750.7,2010
E08000017,doncaster,1035.5,2010
E08000018,rotherham,747.7,2010
E08000019,sheffield,1233.7,2010
E08000032,bradford,1208.3,2010
E08000033,calderdale,736.5,2010
E08000034,kirklees,1188.7,2010
E08000035,leeds,1868.6,2010
E08000036,wakefield,953.7,2010
E06000015,derby ua,469.0,2010
E06000016,leicester ua,508.3,2010
E06000018,nottingham ua,495.0,2010
E06000017,rutland ua,341.4,2010
E10000007,derbyshire,3504.3,2010
E10000018,leicestershire,2819.4,2010
E10000019,lincolnshire,5511.9,2010
E10000021,northamptonshire,2804.2,2010
E10000024,nottinghamshire,2998.4,2010
E06000019,"herefordshire, county of ua",2077.4,2010
E06000051,shropshire ua,3232.1,2010
E06000021,stoke-on-trent ua,541.6,2010
E06000020,telford and wrekin ua,637.7,2010
E10000028,staffordshire,3914.5,2010
E10000031,warwickshire,2563.7,2010
E08000025,birmingham,1569.1,2010
E08000026,coventry,540.3,2010
E08000027,dudley,634.5,2010
E08000028,sandwell,549.7,2010
E08000029,solihull,538.2,2010
E08000030,walsall,535.4,2010
E08000031,wolverhampton,475.5,2010
E10000034,worcestershire,2590.5,2010
E06000055,bedford ua,554.6,2010
E06000056,central bedfordshire ua,900.2,2010
E06000032,luton ua,287.4,2010
E06000031,peterborough ua,572.2,2010
E06000033,southend-on-sea ua,280.2,2010
E06000034,thurrock ua,355.4,2010
E10000003,cambridgeshire,2930.0,2010
E10000012,essex,5094.4,2010
E10000015,hertfordshire,3050.1,2010
E10000020,norfolk,6259.1,2010
E10000029,suffolk,4329.9,2010
E09000007,camden,178.5,2010
E09000001,city of london,36.4,2010
E09000012,hackney,173.2,2010
E09000013,hammersmith and fulham,139.0,2010
E09000014,haringey,221.8,2010
E09000019,islington,151.4,2010
E09000020,kensington and chelsea,129.2,2010
E09000022,lambeth,233.2,2010
E09000023,lewisham,277.9,2010
E09000025,newham,259.7,2010
E09000028,southwark,247.2,2010
E09000030,tower hamlets,187.7,2010
E09000032,wandsworth,267.6,2010
E09000033,westminster,212.9,2010
E09000002,barking and dagenham,206.2,2010
E09000003,barnet,475.7,2010
E09000004,bexley,337.4,2010
E09000005,brent,302.7,2010
E09000006,bromley,559.9,2010
E09000008,croydon,483.1,2010
E09000009,ealing,365.9,2010
E09000010,enfield,399.9,2010
E09000011,greenwich,314.6,2010
E09000015,harrow,296.3,2010
E09000016,havering,404.7,2010
E09000017,hillingdon,459.4,2010
E09000018,hounslow,313.5,2010
E09000021,kingston upon thames,213.6,2010
E09000024,merton,232.9,2010
E09000026,redbridge,333.4,2010
E09000027,richmond upon thames,257.9,2010
E09000029,sutton,267.4,2010
E09000031,waltham forest,267.8,2010
E06000036,bracknell forest ua,283.4,2010
E06000043,brighton and hove ua,386.7,2010
E06000046,isle of wight ua,545.8,2010
E06000035,medway ua,524.6,2010
E06000042,milton keynes ua,753.2,2010
E06000044,portsmouth ua,282.0,2010
E06000038,reading ua,244.0,2010
E06000039,slough ua,193.5,2010
E06000045,southampton ua,358.5,2010
E06000037,west berkshire ua,881.7,2010
E06000040,windsor and maidenhead ua,430.9,2010
E06000041,wokingham ua,460.6,2010
E10000002,buckinghamshire,2015.0,2010
E10000011,east sussex,2116.9,2010
E10000014,hampshire,5507.6,2010
E10000016,kent,5638.3,2010
E10000025,oxfordshire,2899.9,2010
E10000030,surrey,3437.9,2010
E10000032,west sussex,2589.1,2010
E06000022,bath and north east somerset ua,659.6,2010
E06000028,bournemouth ua,316.1,2010
E06000023,"bristol, city of ua",708.7,2010
E06000052,cornwall ua,4572.2,2010
E06000053,isles of scilly ua,22.8,2010
E06000024,north somerset ua,715.3,2010
E06000026,plymouth ua,500.7,2010
E06000029,poole ua,327.3,2010
E06000025,south gloucestershire ua,944.4,2010
E06000030,swindon ua,551.3,2010
E06000027,torbay ua,323.4,2010
E06000054,wiltshire ua,2944.4,2010
E10000008,devon,8094.2,2010
E10000009,dorset,2685.4,2010
E10000013,gloucestershire,3440.6,2010
E10000027,somerset,4203.6,2010
W06000001,isle of anglesey,756.9,2010
W06000002,gwynedd,1561.7,2010
W06000003,conwy,1027.6,2010
W06000004,denbighshire,899.1,2010
W06000005,flintshire,795.7,2010
W06000006,wrexham,752.5,2010
W06000023,powys,3359.0,2010
W06000008,ceredigion,1419.0,2010
W06000009,pembrokeshire,1628.4,2010
W06000010,carmarthenshire,2215.5,2010
W06000011,swansea,733.4,2010
W06000012,neath port talbot,538.9,2010
W06000013,bridgend,486.7,2010
W06000014,the vale of glamorgan,572.0,2010
W06000015,cardiff,668.7,2010
W06000016,rhondda cynon taf,744.9,2010
W06000024,merthyr tydfil,215.6,2010
W06000018,caerphilly,633.9,2010
W06000019,blaenau gwent,254.8,2010
W06000020,torfaen,294.2,2010
W06000021,monmouthshire,1011.8,2010
W06000022,newport,454.3,2010
S12000033,aberdeen city,616.4,2010
S12000034,aberdeenshire,3882.4,2010
S12000041,angus,1205.5,2010
S12000035,argyll & bute,1732.5,2010
S12000005,clackmannanshire,193.2,2010
S12000006,dumfries and galloway,2971.1,2010
S12000042,dundee city,366.2,2010
S12000008,east ayrshire,826.6,2010
S12000045,east dunbartonshire,327.8,2010
S12000010,east lothian,680.3,2010
S12000011,east renfrewshire,315.2,2010
S12000036,"edinburgh, city of",938.8,2010
S12000013,eilean siar,806.5,2010
S12000014,falkirk,587.3,2010
S12000015,fife,1737.8,2010
S12000046,glasgow city,1145.8,2010
S12000017,highland,5041.9,2010
S12000018,inverclyde,255.3,2010
S12000019,midlothian,407.8,2010
S12000020,moray,1117.4,2010
S12000021,north ayrshire,721.2,2010
S12000044,north lanarkshire,1047.6,2010
S12000023,orkney islands,668.7,2010
S12000024,perth and kinross,1859.8,2010
S12000038,renfrewshire,581.0,2010
S12000026,scottish borders,2047.0,2010
